Total Nacional;Municipios;Sexo;Periodo;Total
Total Nacional;28120 Rascafría;Total;2025;1.698
Total Nacional;28120 Rascafría;Total;2024;1.712
Total Nacional;28120 Rascafría;Total;2023;1.739
Total Nacional;28120 Rascafría;Total;2022;1.750
Total Nacional;28120 Rascafría;Total;2021;1.762
Total Nacional;28120 Rascafría;Hombres;2025;910
Total Nacional;28120 Rascafría;Hombres;2024;922
Total Nacional;28120 Rascafría;Hombres;2023;935
Total Nacional;28120 Rascafría;Hombres;2022;948
Total Nacional;28120 Rascafría;Hombres;2021;959
Total Nacional;28120 Rascafría;Mujeres;2025;788
Total Nacional;28120 Rascafría;Mujeres;2024;790
Total Nacional;28120 Rascafría;Mujeres;2023;804
Total Nacional;28120 Rascafría;Mujeres;2022;802
Total Nacional;28120 Rascafría;Mujeres;2021;803
Total Nacional;28121 Redueña;Total;2025;287
Total Nacional;28121 Redueña;Total;2024;292
Total Nacional;28121 Redueña;Total;2023;305
Total Nacional;28121 Redueña;Total;2022;298
Total Nacional;28121 Redueña;Total;2021;295
Total Nacional;28121 Redueña;Hombres;2025;156
Total Nacional;28121 Redueña;Hombres;2024;161
Total Nacional;28121 Redueña;Hombres;2023;169
Total Nacional;28121 Redueña;Hombres;2022;166
Total Nacional;28121 Redueña;Hombres;2021;164
Total Nacional;28121 Redueña;Mujeres;2025;131
Total Nacional;28121 Redueña;Mujeres;2024;131
Total Nacional;28121 Redueña;Mujeres;2023;136
Total Nacional;28121 Redueña;Mujeres;2022;132
Total Nacional;28121 Redueña;Mujeres;2021;131
Total Nacional;28122 Ribatejada;Total;2025;925
Total Nacional;28122 Ribatejada;Total;2024;911
Total Nacional;28122 Ribatejada;Total;2023;919
Total Nacional;28122 Ribatejada;Total;2022;874
Total Nacional;28122 Ribatejada;Total;2021;863
Total Nacional;28122 Ribatejada;Hombres;2025;471
Total Nacional;28122 Ribatejada;Hombres;2024;467
Total Nacional;28122 Ribatejada;Hombres;2023;476
Total Nacional;28122 Ribatejada;Hombres;2022;458
Total Nacional;28122 Ribatejada;Hombres;2021;444
Total Nacional;28122 Ribatejada;Mujeres;2025;454
Total Nacional;28122 Ribatejada;Mujeres;2024;444
Total Nacional;28122 Ribatejada;Mujeres;2023;443
Total Nacional;28122 Ribatejada;Mujeres;2022;416
Total Nacional;28122 Ribatejada;Mujeres;2021;419
Total Nacional;28123 Rivas-Vaciamadrid;Total;2025;103.243
Total Nacional;28123 Rivas-Vaciamadrid;Total;2024;101.637
Total Nacional;28123 Rivas-Vaciamadrid;Total;2023;100.053
Total Nacional;28123 Rivas-Vaciamadrid;Total;2022;96.659
Total Nacional;28123 Rivas-Vaciamadrid;Total;2021;93.272
Total Nacional;28123 Rivas-Vaciamadrid;Hombres;2025;50.922
Total Nacional;28123 Rivas-Vaciamadrid;Hombres;2024;50.191
Total Nacional;28123 Rivas-Vaciamadrid;Hombres;2023;49.511
Total Nacional;28123 Rivas-Vaciamadrid;Hombres;2022;47.874
Total Nacional;28123 Rivas-Vaciamadrid;Hombres;2021;46.252
Total Nacional;28123 Rivas-Vaciamadrid;Mujeres;2025;52.321
Total Nacional;28123 Rivas-Vaciamadrid;Mujeres;2024;51.446
Total Nacional;28123 Rivas-Vaciamadrid;Mujeres;2023;50.542
Total Nacional;28123 Rivas-Vaciamadrid;Mujeres;2022;48.785
Total Nacional;28123 Rivas-Vaciamadrid;Mujeres;2021;47.020
Total Nacional;28124 Robledillo de la Jara;Total;2025;119
Total Nacional;28124 Robledillo de la Jara;Total;2024;132
Total Nacional;28124 Robledillo de la Jara;Total;2023;134
Total Nacional;28124 Robledillo de la Jara;Total;2022;114
Total Nacional;28124 Robledillo de la Jara;Total;2021;97
Total Nacional;28124 Robledillo de la Jara;Hombres;2025;60
Total Nacional;28124 Robledillo de la Jara;Hombres;2024;68
Total Nacional;28124 Robledillo de la Jara;Hombres;2023;70
Total Nacional;28124 Robledillo de la Jara;Hombres;2022;59
Total Nacional;28124 Robledillo de la Jara;Hombres;2021;50
Total Nacional;28124 Robledillo de la Jara;Mujeres;2025;59
Total Nacional;28124 Robledillo de la Jara;Mujeres;2024;64
Total Nacional;28124 Robledillo de la Jara;Mujeres;2023;64
Total Nacional;28124 Robledillo de la Jara;Mujeres;2022;55
Total Nacional;28124 Robledillo de la Jara;Mujeres;2021;47
Total Nacional;28125 Robledo de Chavela;Total;2025;4.874
Total Nacional;28125 Robledo de Chavela;Total;2024;4.763
Total Nacional;28125 Robledo de Chavela;Total;2023;4.743
Total Nacional;28125 Robledo de Chavela;Total;2022;4.619
Total Nacional;28125 Robledo de Chavela;Total;2021;4.485
Total Nacional;28125 Robledo de Chavela;Hombres;2025;2.497
Total Nacional;28125 Robledo de Chavela;Hombres;2024;2.471
Total Nacional;28125 Robledo de Chavela;Hombres;2023;2.465
Total Nacional;28125 Robledo de Chavela;Hombres;2022;2.415
Total Nacional;28125 Robledo de Chavela;Hombres;2021;2.354
Total Nacional;28125 Robledo de Chavela;Mujeres;2025;2.377
Total Nacional;28125 Robledo de Chavela;Mujeres;2024;2.292
Total Nacional;28125 Robledo de Chavela;Mujeres;2023;2.278
Total Nacional;28125 Robledo de Chavela;Mujeres;2022;2.204
Total Nacional;28125 Robledo de Chavela;Mujeres;2021;2.131
Total Nacional;28126 Robregordo;Total;2025;79
Total Nacional;28126 Robregordo;Total;2024;73
Total Nacional;28126 Robregordo;Total;2023;79
Total Nacional;28126 Robregordo;Total;2022;70
Total Nacional;28126 Robregordo;Total;2021;70
Total Nacional;28126 Robregordo;Hombres;2025;44
Total Nacional;28126 Robregordo;Hombres;2024;40
Total Nacional;28126 Robregordo;Hombres;2023;44
Total Nacional;28126 Robregordo;Hombres;2022;38
Total Nacional;28126 Robregordo;Hombres;2021;40
Total Nacional;28126 Robregordo;Mujeres;2025;35
Total Nacional;28126 Robregordo;Mujeres;2024;33
Total Nacional;28126 Robregordo;Mujeres;2023;35
Total Nacional;28126 Robregordo;Mujeres;2022;32
Total Nacional;28126 Robregordo;Mujeres;2021;30
Total Nacional;28127 Rozas de Madrid, Las;Total;2025;99.579
Total Nacional;28127 Rozas de Madrid, Las;Total;2024;99.193
Total Nacional;28127 Rozas de Madrid, Las;Total;2023;98.621
Total Nacional;28127 Rozas de Madrid, Las;Total;2022;96.209
Total Nacional;28127 Rozas de Madrid, Las;Total;2021;95.294
Total Nacional;28127 Rozas de Madrid, Las;Hombres;2025;48.032
Total Nacional;28127 Rozas de Madrid, Las;Hombres;2024;47.888
Total Nacional;28127 Rozas de Madrid, Las;Hombres;2023;47.582
Total Nacional;28127 Rozas de Madrid, Las;Hombres;2022;46.485
Total Nacional;28127 Rozas de Madrid, Las;Hombres;2021;46.074
Total Nacional;28127 Rozas de Madrid, Las;Mujeres;2025;51.547
Total Nacional;28127 Rozas de Madrid, Las;Mujeres;2024;51.305
Total Nacional;28127 Rozas de Madrid, Las;Mujeres;2023;51.039
Total Nacional;28127 Rozas de Madrid, Las;Mujeres;2022;49.724
Total Nacional;28127 Rozas de Madrid, Las;Mujeres;2021;49.220
Total Nacional;28128 Rozas de Puerto Real;Total;2025;582
Total Nacional;28128 Rozas de Puerto Real;Total;2024;581
Total Nacional;28128 Rozas de Puerto Real;Total;2023;577
Total Nacional;28128 Rozas de Puerto Real;Total;2022;587
Total Nacional;28128 Rozas de Puerto Real;Total;2021;579
Total Nacional;28128 Rozas de Puerto Real;Hombres;2025;332
Total Nacional;28128 Rozas de Puerto Real;Hombres;2024;337
Total Nacional;28128 Rozas de Puerto Real;Hombres;2023;337
Total Nacional;28128 Rozas de Puerto Real;Hombres;2022;343
Total Nacional;28128 Rozas de Puerto Real;Hombres;2021;336
Total Nacional;28128 Rozas de Puerto Real;Mujeres;2025;250
Total Nacional;28128 Rozas de Puerto Real;Mujeres;2024;244
Total Nacional;28128 Rozas de Puerto Real;Mujeres;2023;240
Total Nacional;28128 Rozas de Puerto Real;Mujeres;2022;244
Total Nacional;28128 Rozas de Puerto Real;Mujeres;2021;243
Total Nacional;28129 San Agustín del Guadalix;Total;2025;13.947
Total Nacional;28129 San Agustín del Guadalix;Total;2024;13.849
Total Nacional;28129 San Agustín del Guadalix;Total;2023;13.708
Total Nacional;28129 San Agustín del Guadalix;Total;2022;13.713
Total Nacional;28129 San Agustín del Guadalix;Total;2021;13.626
Total Nacional;28129 San Agustín del Guadalix;Hombres;2025;6.793
Total Nacional;28129 San Agustín del Guadalix;Hombres;2024;6.731
Total Nacional;28129 San Agustín del Guadalix;Hombres;2023;6.669
Total Nacional;28129 San Agustín del Guadalix;Hombres;2022;6.690
Total Nacional;28129 San Agustín del Guadalix;Hombres;2021;6.723
Total Nacional;28129 San Agustín del Guadalix;Mujeres;2025;7.154
Total Nacional;28129 San Agustín del Guadalix;Mujeres;2024;7.118
Total Nacional;28129 San Agustín del Guadalix;Mujeres;2023;7.039
Total Nacional;28129 San Agustín del Guadalix;Mujeres;2022;7.023
Total Nacional;28129 San Agustín del Guadalix;Mujeres;2021;6.903
Total Nacional;28130 San Fernando de Henares;Total;2025;39.033
Total Nacional;28130 San Fernando de Henares;Total;2024;38.969
Total Nacional;28130 San Fernando de Henares;Total;2023;38.986
Total Nacional;28130 San Fernando de Henares;Total;2022;38.941
Total Nacional;28130 San Fernando de Henares;Total;2021;39.286
Total Nacional;28130 San Fernando de Henares;Hombres;2025;18.892
Total Nacional;28130 San Fernando de Henares;Hombres;2024;18.895
Total Nacional;28130 San Fernando de Henares;Hombres;2023;18.937
Total Nacional;28130 San Fernando de Henares;Hombres;2022;18.980
Total Nacional;28130 San Fernando de Henares;Hombres;2021;19.133
Total Nacional;28130 San Fernando de Henares;Mujeres;2025;20.141
Total Nacional;28130 San Fernando de Henares;Mujeres;2024;20.074
Total Nacional;28130 San Fernando de Henares;Mujeres;2023;20.049
Total Nacional;28130 San Fernando de Henares;Mujeres;2022;19.961
Total Nacional;28130 San Fernando de Henares;Mujeres;2021;20.153
Total Nacional;28131 San Lorenzo de El Escorial;Total;2025;18.942
Total Nacional;28131 San Lorenzo de El Escorial;Total;2024;18.772
Total Nacional;28131 San Lorenzo de El Escorial;Total;2023;18.522
Total Nacional;28131 San Lorenzo de El Escorial;Total;2022;18.471
Total Nacional;28131 San Lorenzo de El Escorial;Total;2021;18.432
Total Nacional;28131 San Lorenzo de El Escorial;Hombres;2025;9.003
Total Nacional;28131 San Lorenzo de El Escorial;Hombres;2024;8.928
Total Nacional;28131 San Lorenzo de El Escorial;Hombres;2023;8.851
Total Nacional;28131 San Lorenzo de El Escorial;Hombres;2022;8.834
Total Nacional;28131 San Lorenzo de El Escorial;Hombres;2021;8.839
Total Nacional;28131 San Lorenzo de El Escorial;Mujeres;2025;9.939
Total Nacional;28131 San Lorenzo de El Escorial;Mujeres;2024;9.844
Total Nacional;28131 San Lorenzo de El Escorial;Mujeres;2023;9.671
Total Nacional;28131 San Lorenzo de El Escorial;Mujeres;2022;9.637
Total Nacional;28131 San Lorenzo de El Escorial;Mujeres;2021;9.593
Total Nacional;28132 San Martín de la Vega;Total;2025;20.936
Total Nacional;28132 San Martín de la Vega;Total;2024;20.664
Total Nacional;28132 San Martín de la Vega;Total;2023;20.269
Total Nacional;28132 San Martín de la Vega;Total;2022;19.888
Total Nacional;28132 San Martín de la Vega;Total;2021;19.788
Total Nacional;28132 San Martín de la Vega;Hombres;2025;10.653
Total Nacional;28132 San Martín de la Vega;Hombres;2024;10.589
Total Nacional;28132 San Martín de la Vega;Hombres;2023;10.358
Total Nacional;28132 San Martín de la Vega;Hombres;2022;10.181
Total Nacional;28132 San Martín de la Vega;Hombres;2021;10.172
Total Nacional;28132 San Martín de la Vega;Mujeres;2025;10.283
Total Nacional;28132 San Martín de la Vega;Mujeres;2024;10.075
Total Nacional;28132 San Martín de la Vega;Mujeres;2023;9.911
Total Nacional;28132 San Martín de la Vega;Mujeres;2022;9.707
Total Nacional;28132 San Martín de la Vega;Mujeres;2021;9.616
Total Nacional;28133 San Martín de Valdeiglesias;Total;2025;9.302
Total Nacional;28133 San Martín de Valdeiglesias;Total;2024;9.120
Total Nacional;28133 San Martín de Valdeiglesias;Total;2023;8.969
Total Nacional;28133 San Martín de Valdeiglesias;Total;2022;8.797
Total Nacional;28133 San Martín de Valdeiglesias;Total;2021;8.726
Total Nacional;28133 San Martín de Valdeiglesias;Hombres;2025;4.629
Total Nacional;28133 San Martín de Valdeiglesias;Hombres;2024;4.528
Total Nacional;28133 San Martín de Valdeiglesias;Hombres;2023;4.458
Total Nacional;28133 San Martín de Valdeiglesias;Hombres;2022;4.380
Total Nacional;28133 San Martín de Valdeiglesias;Hombres;2021;4.342
Total Nacional;28133 San Martín de Valdeiglesias;Mujeres;2025;4.673
Total Nacional;28133 San Martín de Valdeiglesias;Mujeres;2024;4.592
Total Nacional;28133 San Martín de Valdeiglesias;Mujeres;2023;4.511
Total Nacional;28133 San Martín de Valdeiglesias;Mujeres;2022;4.417
Total Nacional;28133 San Martín de Valdeiglesias;Mujeres;2021;4.384
Total Nacional;28134 San Sebastián de los Reyes;Total;2025;97.330
Total Nacional;28134 San Sebastián de los Reyes;Total;2024;94.942
Total Nacional;28134 San Sebastián de los Reyes;Total;2023;92.417
Total Nacional;28134 San Sebastián de los Reyes;Total;2022;90.978
Total Nacional;28134 San Sebastián de los Reyes;Total;2021;90.958
Total Nacional;28134 San Sebastián de los Reyes;Hombres;2025;47.181
Total Nacional;28134 San Sebastián de los Reyes;Hombres;2024;45.933
Total Nacional;28134 San Sebastián de los Reyes;Hombres;2023;44.784
Total Nacional;28134 San Sebastián de los Reyes;Hombres;2022;44.128
Total Nacional;28134 San Sebastián de los Reyes;Hombres;2021;44.243
Total Nacional;28134 San Sebastián de los Reyes;Mujeres;2025;50.149
Total Nacional;28134 San Sebastián de los Reyes;Mujeres;2024;49.009
Total Nacional;28134 San Sebastián de los Reyes;Mujeres;2023;47.633
Total Nacional;28134 San Sebastián de los Reyes;Mujeres;2022;46.850
Total Nacional;28134 San Sebastián de los Reyes;Mujeres;2021;46.715
Total Nacional;28135 Santa María de la Alameda;Total;2025;1.596
Total Nacional;28135 Santa María de la Alameda;Total;2024;1.516
Total Nacional;28135 Santa María de la Alameda;Total;2023;1.515
Total Nacional;28135 Santa María de la Alameda;Total;2022;1.499
Total Nacional;28135 Santa María de la Alameda;Total;2021;1.420
Total Nacional;28135 Santa María de la Alameda;Hombres;2025;858
Total Nacional;28135 Santa María de la Alameda;Hombres;2024;817
Total Nacional;28135 Santa María de la Alameda;Hombres;2023;824
Total Nacional;28135 Santa María de la Alameda;Hombres;2022;807
Total Nacional;28135 Santa María de la Alameda;Hombres;2021;765
Total Nacional;28135 Santa María de la Alameda;Mujeres;2025;738
Total Nacional;28135 Santa María de la Alameda;Mujeres;2024;699
Total Nacional;28135 Santa María de la Alameda;Mujeres;2023;691
Total Nacional;28135 Santa María de la Alameda;Mujeres;2022;692
Total Nacional;28135 Santa María de la Alameda;Mujeres;2021;655
Total Nacional;28136 Santorcaz;Total;2025;1.015
Total Nacional;28136 Santorcaz;Total;2024;998
Total Nacional;28136 Santorcaz;Total;2023;945
Total Nacional;28136 Santorcaz;Total;2022;945
Total Nacional;28136 Santorcaz;Total;2021;924
Total Nacional;28136 Santorcaz;Hombres;2025;511
Total Nacional;28136 Santorcaz;Hombres;2024;497
Total Nacional;28136 Santorcaz;Hombres;2023;475
Total Nacional;28136 Santorcaz;Hombres;2022;475
Total Nacional;28136 Santorcaz;Hombres;2021;472
Total Nacional;28136 Santorcaz;Mujeres;2025;504
Total Nacional;28136 Santorcaz;Mujeres;2024;501
Total Nacional;28136 Santorcaz;Mujeres;2023;470
Total Nacional;28136 Santorcaz;Mujeres;2022;470
Total Nacional;28136 Santorcaz;Mujeres;2021;452
Total Nacional;28137 Santos de la Humosa, Los;Total;2025;2.890
Total Nacional;28137 Santos de la Humosa, Los;Total;2024;2.797
Total Nacional;28137 Santos de la Humosa, Los;Total;2023;2.783
Total Nacional;28137 Santos de la Humosa, Los;Total;2022;2.772
Total Nacional;28137 Santos de la Humosa, Los;Total;2021;2.742
Total Nacional;28137 Santos de la Humosa, Los;Hombres;2025;1.495
Total Nacional;28137 Santos de la Humosa, Los;Hombres;2024;1.442
Total Nacional;28137 Santos de la Humosa, Los;Hombres;2023;1.422
Total Nacional;28137 Santos de la Humosa, Los;Hombres;2022;1.427
Total Nacional;28137 Santos de la Humosa, Los;Hombres;2021;1.407
Total Nacional;28137 Santos de la Humosa, Los;Mujeres;2025;1.395
Total Nacional;28137 Santos de la Humosa, Los;Mujeres;2024;1.355
Total Nacional;28137 Santos de la Humosa, Los;Mujeres;2023;1.361
Total Nacional;28137 Santos de la Humosa, Los;Mujeres;2022;1.345
Total Nacional;28137 Santos de la Humosa, Los;Mujeres;2021;1.335
Total Nacional;28138 Serna del Monte, La;Total;2025;110
Total Nacional;28138 Serna del Monte, La;Total;2024;105
Total Nacional;28138 Serna del Monte, La;Total;2023;106
Total Nacional;28138 Serna del Monte, La;Total;2022;108
Total Nacional;28138 Serna del Monte, La;Total;2021;95
Total Nacional;28138 Serna del Monte, La;Hombres;2025;55
Total Nacional;28138 Serna del Monte, La;Hombres;2024;55
Total Nacional;28138 Serna del Monte, La;Hombres;2023;56
Total Nacional;28138 Serna del Monte, La;Hombres;2022;59
Total Nacional;28138 Serna del Monte, La;Hombres;2021;52
Total Nacional;28138 Serna del Monte, La;Mujeres;2025;55
Total Nacional;28138 Serna del Monte, La;Mujeres;2024;50
Total Nacional;28138 Serna del Monte, La;Mujeres;2023;50
Total Nacional;28138 Serna del Monte, La;Mujeres;2022;49
Total Nacional;28138 Serna del Monte, La;Mujeres;2021;43
Total Nacional;28140 Serranillos del Valle;Total;2025;4.681
Total Nacional;28140 Serranillos del Valle;Total;2024;4.632
Total Nacional;28140 Serranillos del Valle;Total;2023;4.614
Total Nacional;28140 Serranillos del Valle;Total;2022;4.542
Total Nacional;28140 Serranillos del Valle;Total;2021;4.436
Total Nacional;28140 Serranillos del Valle;Hombres;2025;2.308
Total Nacional;28140 Serranillos del Valle;Hombres;2024;2.279
Total Nacional;28140 Serranillos del Valle;Hombres;2023;2.261
Total Nacional;28140 Serranillos del Valle;Hombres;2022;2.237
Total Nacional;28140 Serranillos del Valle;Hombres;2021;2.202
Total Nacional;28140 Serranillos del Valle;Mujeres;2025;2.373
Total Nacional;28140 Serranillos del Valle;Mujeres;2024;2.353
Total Nacional;28140 Serranillos del Valle;Mujeres;2023;2.353
Total Nacional;28140 Serranillos del Valle;Mujeres;2022;2.305
Total Nacional;28140 Serranillos del Valle;Mujeres;2021;2.234
Total Nacional;28141 Sevilla la Nueva;Total;2025;9.823
Total Nacional;28141 Sevilla la Nueva;Total;2024;9.694
Total Nacional;28141 Sevilla la Nueva;Total;2023;9.563
Total Nacional;28141 Sevilla la Nueva;Total;2022;9.402
Total Nacional;28141 Sevilla la Nueva;Total;2021;9.387
Total Nacional;28141 Sevilla la Nueva;Hombres;2025;4.790
Total Nacional;28141 Sevilla la Nueva;Hombres;2024;4.744
Total Nacional;28141 Sevilla la Nueva;Hombres;2023;4.680
Total Nacional;28141 Sevilla la Nueva;Hombres;2022;4.620
Total Nacional;28141 Sevilla la Nueva;Hombres;2021;4.616
Total Nacional;28141 Sevilla la Nueva;Mujeres;2025;5.033
Total Nacional;28141 Sevilla la Nueva;Mujeres;2024;4.950
Total Nacional;28141 Sevilla la Nueva;Mujeres;2023;4.883
Total Nacional;28141 Sevilla la Nueva;Mujeres;2022;4.782
Total Nacional;28141 Sevilla la Nueva;Mujeres;2021;4.771
Total Nacional;28143 Somosierra;Total;2025;93
Total Nacional;28143 Somosierra;Total;2024;98
Total Nacional;28143 Somosierra;Total;2023;85
Total Nacional;28143 Somosierra;Total;2022;88
Total Nacional;28143 Somosierra;Total;2021;87
Total Nacional;28143 Somosierra;Hombres;2025;50
Total Nacional;28143 Somosierra;Hombres;2024;53
Total Nacional;28143 Somosierra;Hombres;2023;51
Total Nacional;28143 Somosierra;Hombres;2022;50
Total Nacional;28143 Somosierra;Hombres;2021;49
